"";"RNGvector";"result.coleff"
"14_A23187.1";0,227694213326711;0,0350687815861356
"14_A23187.2";0,227694213326711;-0,0350687815861356
"14_ActinomycinD.1";0,211922956759863;-0,142705535388824
"14_ActinomycinD.2";0,211922956759863;0,142705535388824
"14_Amanitin.1";0,27871573351658;-0,0611304143735641
"14_Amanitin.2";0,27871573351658;0,0611304143735641
"14_Aphidicolin.1";0,193026587523382;0,130154080196253
"14_Aphidicolin.2";0,193026587523382;-0,130154080196253
"14_Apicidin.1";0,108332029305878;0,0172029698632555
"14_Apicidin.2";0,108332029305878;-0,0172029698632555
"14_CCCP.1";0,119089964372671;-0,00493679922719648
"14_CCCP.2";0,119089964372671;0,00493679922719648
"14_Cerulenin.1";0,0756194810344156;0
"14_Cerulenin.2";0,0470775512350712;0,0294605974496112
"14_Cerulenin.3";0,0571352323659641;-0,0201672660792402
"14_CruentarenA.1";0,0877171964213512;0,0163901669109187
"14_CruentarenA.2";0,0877171964213512;-0,0163901669109187
"14_Cycloheximide.1";0,134262448089132;-0,0423228973946705
"14_Cycloheximide.2";0,134262448089132;0,0423228973946705
"14_CytochalasinD.1";0,185438875560788;0,0596481776905453
"14_CytochalasinD.2";0,185438875560788;-0,0596481776905453
"14_DMSO.1";0,0646977687717188;0,00441016516276074
"14_DMSO.2";0,140623813507792;-0,00375689642404366
"14_DMSO.3";0,326939573234841;-0,019045292453517
"14_DMSO.4";0,122109304073117;0,015619344900969
"14_Emetine.1";0,105324206323412;-0,0476198911366097
"14_Emetine.2";0,105324206323412;0,0476198911366097
"14_Methotrexate.1";0,107256060178827;-0,00758949963161398
"14_Methotrexate.2";0,107256060178827;0,00758949963161398
"14_PurvalanolA.1";0,21002292647719;-0,0489808760841071
"14_PurvalanolA.2";0,21002292647719;0,0489808760841071
"14_SaframycinMx1.1";0,171609534502428;0,0583945798962948
"14_SaframycinMx1.2";0,171609534502428;-0,0583945798962948
"14_Staurosporine.1";0,056047808559952;0
"14_Staurosporine.2";0,180883471288176;-0,0935874379060708
"14_Staurosporine.3";0,117988412703653;0,000228941160362151
"14_Taxol.1";0,153788614951162;0,044920263386938
"14_Taxol.2";0,153788614951162;-0,044920263386938
"14_Trichostatin.1";0,113510040687627;-0,0259771734524086
"14_Trichostatin.2";0,113510040687627;0,0259771734524086
